,place_id,name,cre_id,Longitud,Latitud,regular,premium,Estado
5505,7688,SERVICIO PARADOR SANTA BARBARA SA DE CV,PL/6991/EXP/ES/2015,-99.65907,20.38293,20.43,21.95,Hidalgo
5573,7756,SANTOS DE LA PAZ SA DE CV,PL/6617/EXP/ES/2015,-99.21557,20.22728,19.47,20.43,Hidalgo
5584,7767,JORGE FEREGRINO HERRERA,PL/7075/EXP/ES/2015,-99.21206,20.47522,20.1,22.05,Hidalgo
5667,7850,"GASOMER, S.A. DE C.V.",PL/6530/EXP/ES/2015,-98.75425,20.09124,19.59,21.27,Hidalgo
5696,7879,"SERVICIO EL ONCE, S.A. DE C.V.",PL/7216/EXP/ES/2015,-98.64097,19.88577,19.25,21.29,Hidalgo
5800,7983,GASOLINERIA AGUA BLANCA SA DE CV,PL/6931/EXP/ES/2015,-98.32152,20.22286,19.5,21.68,Hidalgo
5816,7999,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V",PL/6729/EXP/ES/2015,-99.29987,20.0952,20.99,22.39,Hidalgo
5846,8029,SERVICIOS UNIDOS DEL AÑO 2000 S A DE C V,PL/6629/EXP/ES/2015,-99.33782,19.89531,20.58,22.49,Hidalgo
5847,8030,Centro de Autoconsumo y Servicio Sahagun SA de CV,PL/7193/EXP/ES/2015,-98.561,19.78266,19.9,21.85,Hidalgo
5965,8148,COMBUSTIBLES RUMLOC S.A. DE C.V.,PL/7299/EXP/ES/2015,-98.43195,19.69188,20.35,21.88,Hidalgo
5983,8166,LUIS MAYORGA MILLAN,PL/7244/EXP/ES/2015,-98.86632,19.88568,20.39,21.59,Hidalgo
6029,8212,MIGUEL REYES VALDOVINOS,PL/6814/EXP/ES/2015,-98.75182,20.11121,19.65,21.45,Hidalgo
6078,8261,AGROCOMBUSTIBLES DE HIDALGO SA DE CV,PL/7187/EXP/ES/2015,-98.3984,19.7091,20.37,21.59,Hidalgo
6160,8343,"AUTOSERVICIO JOCARAN DE PROGRESO, S.A DE C.V.",PL/6673/EXP/ES/2015,-99.18757,20.24627,19.49,21.78,Hidalgo
6181,8364,servicio atitalaquia sa de cv,PL/7069/EXP/ES/2015,-99.26052,20.04233,18.04,19.41,Hidalgo
6201,8384,Parque de Diversiones Acuaticas El Nuevo Tephe SA,PL/7185/EXP/ES/2015,-99.17702,20.44689,20.49,22.5,Hidalgo
6230,8413,MANLIO OMAR PACHECO VALDESPINO,PL/7125/EXP/ES/2015,-98.91773,19.95516,19.87,21.75,Hidalgo
6273,8456,SERVICIO COLINAS DE PLATA S.A. DE C.V.,PL/7197/EXP/ES/2015,-98.72482,20.08354,19.12,21.19,Hidalgo
6448,8631,CLAUDIA CORTE HERRERA,PL/7387/EXP/ES/2015,-98.663,20.66323,20.49,22.8,Hidalgo
6474,8657,ADRIAN GUEVARA RIVERA,PL/7367/EXP/ES/2015,-98.73471,20.12325,19.5,21.3,Hidalgo
6532,8715,GRUPO MARCOS PEDRAZA S DE RL MI,PL/7995/EXP/ES/2015,-99.1499,20.56307,17.1,18.7,Hidalgo
6545,8728,"SERVICIO EL ONCE, S.A. DE C.V.",PL/7480/EXP/ES/2015,-99.29144,19.85812,19.99,21.65,Hidalgo
6827,9011,JOSE HORACIO RIVERA CAMARGO,PL/7816/EXP/ES/2015,-98.39156,21.15352,21.05,22.77,Hidalgo
6833,9017,"SERVICIO EL ONCE, S.A. DE C.V.",PL/7483/EXP/ES/2015,-98.76027,20.05781,19.59,21.69,Hidalgo
6933,9117,SERVICIO EL SUMIDERO S.A DE C.V,PL/7474/EXP/ES/2015,-99.13879,20.09808,19.68,21.92,Hidalgo
7032,9216,"SERVICIO EL ONCE, S.A. DE C.V.",PL/7484/EXP/ES/2015,-99.1923,20.2407,19.69,21.69,Hidalgo
7054,9238,ROBERTO ARTEAGA SERNA,PL/7533/EXP/ES/2015,-99.08434,20.24301,20.3,22.17,Hidalgo
7055,9239,"ESTACIÒN ENDHO, S.A. DE C.V.",PL/8021/EXP/ES/2015,-99.35365,20.15456,20.04,21.74,Hidalgo
7142,9326,HIDROCARBUROS DE SERVICIO DE APULCO S.A DE C.V.,PL/8471/EXP/ES/2015,-99.05232,20.37438,19.59,21.92,Hidalgo
7229,9414,SERVI PLUS CESPEDES S.A DE C.V,PL/8567/EXP/ES/2015,-98.72635,20.11096,19.53,21.81,Hidalgo
7376,9561,"GRUPO EMPRESARIAL ZAYHA, S.A. DE C.V.",PL/8749/EXP/ES/2015,-99.22769,20.48061,20.14,21.99,Hidalgo
7388,9574,LATITUD 5 ESTRELLAS S.A. DE C.V.,PL/8452/EXP/ES/2015,-98.79224,20.07293,19.28,21.61,Hidalgo
7445,9631,"ESTACIÓN DE SERVICIO ARIEL, S.A. DE C.V.",PL/8360/EXP/ES/2015,-98.59869,19.80978,19.59,21.49,Hidalgo
7450,9636,RAUL BADILLO RAMIREZ,PL/8694/EXP/ES/2015,-98.41611,21.15148,21.08,22.77,Hidalgo
7453,9639,J. JESUS HUMBERTO ROJO ROJO,PL/8596/EXP/ES/2015,-99.68528,20.53206,20.25,21.59,Hidalgo
7529,9715,"SERVICIO EL ONCE, S.A. DE C.V.",PL/8343/EXP/ES/2015,-98.69574,20.13985,18.99,21.29,Hidalgo
7635,9821,SERVICIO TRAPALA E HIJOS S.A. DE C.V.,PL/8456/EXP/ES/2015,-98.42485,20.12432,19.24,21.75,Hidalgo
7637,9823,MANUEL FELIX DURAN PEREZ,PL/8350/EXP/ES/2015,-98.75771,20.58198,20.55,22.1,Hidalgo
7680,9866,"COMBUSTIBLES DE LA VEGA, S.A. DE C.V.",PL/8476/EXP/ES/2015,-98.7963,20.74166,20.75,21.59,Hidalgo
7717,9903,"HIDROSINA PLUS, S.A.P.I. DE C.V.",PL/8254/EXP/ES/2015,-99.33463,20.05827,19.99,21.49,Hidalgo
7773,9959,SERVICIO LA FE S.A. DE C.V.,PL/9118/EXP/ES/2015,-98.66993,20.06755,19.09,21.59,Hidalgo
7800,9986,"Combustibles de Pachuca, S.A. de C.V.",PL/8956/EXP/ES/2015,-98.7593,20.10526,19.18,20.99,Hidalgo
7844,10030,Servicio Morgusa SA de CV,PL/9054/EXP/ES/2015,-98.7189,20.10182,18.89,20.99,Hidalgo
7881,10067,Super Servicio El Cortijo SA de CV,PL/9052/EXP/ES/2015,-99.20643,20.47146,19.09,20.99,Hidalgo
7924,10110,Gasolineria el rosario S.A. de C.V.,PL/9032/EXP/ES/2015,-99.22205,20.10227,20.22,21.93,Hidalgo
8050,10236,Municipio de Tepeapulco,PL/8919/EXP/ES/2015,-98.58078,19.77778,19.95,21.59,Hidalgo
8069,10255,"Servicio Gasolinero Santa Julia, S.A. de C.V.",PL/9131/EXP/ES/2015,-98.76115,20.11505,19.18,20.99,Hidalgo
8109,10295,SERVICIO LA LOM SA DE CV,PL/9707/EXP/ES/2015,-98.67554,19.91081,19.59,21.3,Hidalgo
8260,10446,"HIDROSINA PLUS, S.A.P.I. DE C.V.",PL/9260/EXP/ES/2015,-98.76154,20.09802,20.09,21.61,Hidalgo
8275,10461,BENSAA SA DE CV,PL/9701/EXP/ES/2015,-98.70649,19.98964,19.59,21.3,Hidalgo
8289,10475,AUTOSERVICIO AVION SA DE CV,PL/9677/EXP/ES/2015,-98.88477,20.13576,19.2,21.25,Hidalgo
8332,10519,"PARAN MEGASERVICIOS, S.A. DE C.V.",PL/9370/EXP/ES/2015,-99.30959,20.05352,19.29,21.59,Hidalgo
8355,10542,SERVICIO HENRIQUEZ SA DE CV,PL/9586/EXP/ES/2015,-98.74157,20.08693,19.4,21.15,Hidalgo
8386,10573,PETREOS LAS GLORIAS S.A. DE C.V.,PL/9415/EXP/ES/2015,-98.36898,20.10055,19.99,21.99,Hidalgo
8434,10621,SERVICIO FRANCHUZ SA DE CV,PL/9698/EXP/ES/2015,-99.23872,20.12881,19.79,21.4,Hidalgo
8455,10642,"SERVICIO TODA, S.A. DE C.V.",PL/9371/EXP/ES/2015,-99.33944,20.05507,19.29,21.59,Hidalgo
8481,10668,SERVICIO PITAHAYAS S.A. DE C.V.,PL/9456/EXP/ES/2015,-98.7926,20.07142,19.09,21.65,Hidalgo
8490,10677,HIDROCARBUROS EL MINERAL SA DE CV,PL/9587/EXP/ES/2015,-98.71854,20.09488,19.39,20.99,Hidalgo
8520,10707,PETREOS LAS GLORIAS S.A. DE C.V.,PL/9452/EXP/ES/2015,-98.37579,20.08398,19.99,21.99,Hidalgo
8533,10720,PETREOS LAS GLORIAS S.A. DE C.V.,PL/9401/EXP/ES/2015,-98.75924,20.05694,19.89,21.99,Hidalgo
8536,10723,"ESTACION REAL DE LA PLATA, S.A. DE C.V.",PL/9744/EXP/ES/2015,-98.7819,20.09893,19.28,21.59,Hidalgo
8570,10757,PETREOS LAS GLORIAS S.A. DE C.V.,PL/9413/EXP/ES/2015,-98.35951,20.05019,19.99,21.99,Hidalgo
8577,10764,SERVICIO RANGEL SA DE CV,PL/9261/EXP/ES/2015,-99.21339,20.47571,19.98,21.9,Hidalgo
8673,10881,"GRUPO HIDALGUENSE DE GASOLINEROS, S.A. DE CV(E7373",PL/3067/EXP/ES/2015,-98.99411,20.25396,19.45,21.61,Hidalgo
8735,10943,"SERVICIO LOS CUES, S.A. DE C.V.",PL/2893/EXP/ES/2015,-99.29692,20.48561,20.09,21.95,Hidalgo
8760,10968,ARMANDO ISIDRO RUBIO LICONA,PL/3147/EXP/ES/2015,-98.67232,20.28794,19.62,21.7,Hidalgo
8780,10988,GRUPO EMPRESARIAL SIGAS S.A. DE C.V.,PL/3183/EXP/ES/2015,-98.52444,19.97408,19.02,21.92,Hidalgo
8784,10992,ESTACIÓN DE SERVICO NARVAEZ S.A. DE C.V.,PL/3078/EXP/ES/2015,-99.3643,20.06427,19.77,21.64,Hidalgo
8791,10999,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/3140/EXP/ES/2015,-99.2469,19.97224,19.99,22.29,Hidalgo
8800,11008,SERVICIO PLUS TEPEJI SA DE CV,PL/3084/EXP/ES/2015,-99.27015,20.10769,20.04,21.49,Hidalgo
8887,11095,COMBUSTIBLES RAMANAY S.A. DE C.V.,PL/3103/EXP/ES/2015,-98.43031,21.13604,21.06,22.75,Hidalgo
9094,11421,JORGE GUTIERREZ JIMENEZ,PL/10029/EXP/ES/2015,-98.5238,19.9736,19.55,21.39,Hidalgo
9129,11456,QUMAR GASOLINERA S.A. DE C.V.,PL/10065/EXP/ES/2015,-99.23881,19.9142,20.09,22.29,Hidalgo
9187,11518,HIDROCARBUROS HIDALGO SA DE CV,PL/10135/EXP/ES/2015,-98.75043,20.1059,19.69,21.49,Hidalgo
9197,11528,MARIBEL AVILA CANO,PL/10145/EXP/ES/2015,-98.7988,20.0343,18.39,19.79,Hidalgo
9232,11564,"HIDROCARBUROS HIDALGUENSES, S.A. DE C.V.",PL/10173/EXP/ES/2015,-98.30904,20.03276,19.64,21.39,Hidalgo
9234,11566,"HIDROCARBUROS HIDALGUENSES, S.A. DE C.V.",PL/10175/EXP/ES/2015,-98.34344,20.06468,19.6,21.4,Hidalgo
9317,11651,"CONSORCIO GASOLINERO ARPABRE, SA DE CV",PL/10280/EXP/ES/2015,-98.716,20.0838,18.98,21.29,Hidalgo
9320,11654,Leonila Calderon Vargas,PL/10282/EXP/ES/2015,-98.55419,19.78862,19.95,21.59,Hidalgo
9403,11737,"COMBUSTIBLES BENTAN, S.A. DE C.V.",PL/10341/EXP/ES/2015,-98.78149,20.11637,19.75,21.75,Hidalgo
9409,11743,"LAS MEJORES ESTACIONES, S.A DE C.V",PL/10320/EXP/ES/2015,-99.59688,20.23571,19.79,21.69,Hidalgo
9417,11751,CRISTOBAL VAZQUEZ GARCIA,PL/10326/EXP/ES/2015,-98.3275,19.9341,19.5,20.6,Hidalgo
9425,11759,MARIA DEL CARMEN QUINTERO BAUTISTA,PL/10334/EXP/ES/2015,-98.4993,21.0607,20.98,22.7,Hidalgo
9459,12037,"CENTRO DE SERVICIO AUTOMOVILISTICO, SA DE CV",PL/10555/EXP/ES/2015,-98.78632,20.05576,19.89,21.79,Hidalgo
9477,12228,PETRO 107 SA DE CV,PL/12553/EXP/ES/2015,-99.69579,20.28683,19.9,21.8,Hidalgo
9595,12791,GAS EL DESMONTE S.A. DE C.V.,PL/10668/EXP/ES/2015,-98.7911,20.0463,19.25,20.54,Hidalgo
9665,12883,"GASOLINERA LA MUSA, S.A. DE C.V.",PL/10759/EXP/ES/2015,-98.44004,20.14836,19.02,21.92,Hidalgo
9668,12886,COMBUSTIBLES ESPECIALIZADOS JADE S.A. DE C.V.,PL/10762/EXP/ES/2015,-98.72505,20.0252,19.6,21.72,Hidalgo
9694,12921,SERVICIO X-O S.A. DE C.V.,PL/10788/EXP/ES/2015,-98.88602,20.13424,19.25,21.28,Hidalgo
9695,12924,SERVICIO TLAXIACA S.A. DE C.V.,PL/10789/EXP/ES/2015,-98.89347,20.11793,19.25,21.59,Hidalgo
9732,12986,PETREOS SOL S.A. DE C.V.,PL/10792/EXP/ES/2015,-98.3492,20.0893,19.99,21.99,Hidalgo
9763,13031,PABELLON DE ZAPOTLAN S.P.R DE R.L,PL/10822/EXP/ES/2015,-98.89012,19.93274,19.76,21.75,Hidalgo
9770,13040,ANDRES LUGO AGUILAR,PL/10878/EXP/ES/2015,-98.5393,20.2107,19.9,21.9,Hidalgo
9852,13146,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V",PL/10831/EXP/ES/2015,-99.2207,20.06902,20.99,22.39,Hidalgo
9863,13163,AURELIO MARIN HUAZO,PL/10848/EXP/ES/2015,-98.36899,20.07856,19.69,21.45,Hidalgo
9877,13179,CERRO DE BISNAGAS S.A. DE C.V.,PL/10855/EXP/ES/2015,-99.15833,20.43723,20.45,22.4,Hidalgo
9946,13277,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/10986/EXP/ES/2015,-98.82162,20.01059,20.25,22.29,Hidalgo
9948,13282,"UNION SERVICIOS PROFESIONALES, S.A. DE C.V.",PL/10988/EXP/ES/2015,-99.3347,20.04436,19.42,20.62,Hidalgo
9961,13299,"UNION SERVICIOS PROFESIONALES, S.A. DE C.V.",PL/11016/EXP/ES/2015,-99.34444,19.98176,19.42,20.62,Hidalgo
9967,13308,SERVICIO PACHUCA SA DE CV,PL/11953/EXP/ES/2015,-98.7472,20.10109,19.69,21.49,Hidalgo
10095,13501,VICENTE MUÑOZ SALAS,PL/12596/EXP/ES/2015,-98.4732,19.7308,20.79,22.3,Hidalgo
10102,13510,"UNION SERVICIOS PROFESIONALES, S.A. DE C.V.",PL/12603/EXP/ES/2015,-99.33579,19.90057,19.42,20.62,Hidalgo
10180,13640,J CLEMENTE LABRA SANCHEZ,PL/11387/EXP/ES/2015,-99.33091,20.75611,20.99,22.89,Hidalgo
10191,13660,"ESTACIÓN DE SERVICIO ARIEL, S.A. DE C.V.",PL/11396/EXP/ES/2015,-98.62337,19.98476,19.59,21.59,Hidalgo
10207,13682,SERVICIO TEMASCALAPA S.A DE C.V.,PL/11423/EXP/ES/2015,-98.8982,19.8267,20.89,22.39,Hidalgo
10249,13760,FELICIANO FEREGRINO HERRERA,PL/11444/EXP/ES/2015,-99.32483,19.99705,15.74,17.45,Hidalgo
10264,13801,"ENERGETICOS ZIMAPAN, S.A. DE C.V.",PL/11460/EXP/ES/2015,-99.3345,20.68796,20.69,22.79,Hidalgo
10265,13803,"ENERGETICOS ZIMAPAN, S.A. DE C.V.",PL/11461/EXP/ES/2015,-99.38344,20.73476,20.69,22.79,Hidalgo
10282,13832,Panfilo Reveriano Benitez Alcantara,PL/11497/EXP/ES/2015,-99.41295,20.27416,19.05,21.59,Hidalgo
10341,13956,SERVICIO LA LAGUNILLA S.A. DE C.V.,PL/11985/EXP/ES/2015,-99.03071,20.34719,19.62,21.69,Hidalgo
10343,13974,JORGE ARTURO URIBE LITVAK,PL/11988/EXP/ES/2015,-98.43731,19.69636,20.39,21.88,Hidalgo
10344,13976,FARUM SERVICIOS S A DE C V,PL/11989/EXP/ES/2015,-98.6709,20.9856,21.49,22.69,Hidalgo
10372,14029,ERICK MENDOZA HERNANDEZ,PL/12006/EXP/ES/2015,-98.2018,20.38249,20.05,21.59,Hidalgo
10386,14056,"HIDROCARBUROS SANTA ANA, S.A. DE C.V.",PL/12021/EXP/ES/2015,-98.71817,20.08528,19.29,21.36,Hidalgo
10387,14057,"CYNPER, S.A. DE C.V.",PL/12022/EXP/ES/2015,-99.22704,20.18159,19.54,21.2,Hidalgo
10394,14064,"HIDROCARBUROS SANTA CATARINA, S.A. DE C.V.",PL/12029/EXP/ES/2015,-98.83879,20.12829,19.72,21.37,Hidalgo
10400,14075,Servi Universidad SA de CV,PL/12036/EXP/ES/2015,-98.71581,20.09606,19.72,21.26,Hidalgo
10507,14242,OPERADORA DE COMBUSTIBLES VILLAFUERTE; S.A. DE C.V,PL/12713/EXP/ES/2015,-98.47134,20.05739,18.89,20.89,Hidalgo
10508,14244,J Irais González García,PL/12711/EXP/ES/2015,-98.72491,20.78927,20.99,22.48,Hidalgo
10550,14309,SERVICIO URIBE AJACUBA S.A DE C.V,PL/12748/EXP/ES/2015,-99.12429,20.09334,19.9,21.59,Hidalgo
10569,14343,"COMERCIALIZADORA AGROPECUARIA R10, S. P. R. DE R.L",PL/12737/EXP/ES/2015,-98.35796,20.12878,19.87,21.35,Hidalgo
10622,14406,PETREOS SOL S.A. DE C.V.,PL/12826/EXP/ES/2015,-98.928,20.24475,19.99,21.99,Hidalgo
10745,14836,"ESTACIÓN DE SERVICIO ARIEL, S.A. DE C.V.",PL/13131/EXP/ES/2016,-98.74724,20.10691,19.49,21.29,Hidalgo
10746,14837,"ESTACIÓN DE SERVICIO ARIEL, S.A. DE C.V.",PL/13101/EXP/ES/2016,-98.73749,20.03752,19.39,21.29,Hidalgo
10747,14838,"ESTACIÓN DE SERVICIO ARIEL, S.A. DE C.V.",PL/13102/EXP/ES/2016,-98.71631,20.0992,19.39,21.39,Hidalgo
10757,14875,LAURA LOPEZ SOLIS,PL/13055/EXP/ES/2016,-99.23186,20.33292,20.3,21.59,Hidalgo
10797,15681,ESTACION DE SERVICIO SANTA ANA SA DE CV,PL/13083/EXP/ES/2016,-98.29815,20.15697,19.54,21.29,Hidalgo
10864,15866,"ESTACIÓN DE SERVICIO ARIEL, S.A. DE C.V.",PL/13302/EXP/ES/2016,-98.74076,20.12048,19.49,21.29,Hidalgo
10901,16217,COMBO HIDALGO S.A. DE C.V.,PL/13714/EXP/ES/2016,-98.75942,20.08953,19.44,21.27,Hidalgo
10920,20822,CONSORCIO GASOLINERO ORBAN SA DE CV,PL/13628/EXP/ES/2016,-99.21272,20.35322,19.55,21.55,Hidalgo
11052,21248,LUIS MIGUEL OROZCO LUCIO,PL/19078/EXP/ES/2016,-98.90472,19.9188,19.8,21.75,Hidalgo
11053,21249,"SERVICIO DOS CERROS, S.A. DE C.V.",PL/19079/EXP/ES/2016,-99.14668,20.24826,19.35,21.75,Hidalgo
11067,21265,ESTACION DE SERVICIO LA CONCEPCION S.A. DE C.V.,PL/18912/EXP/ES/2016,-98.81078,20.13173,19.29,21.27,Hidalgo
11097,21395,Estación de Servicio Ixtlahuaco S.A. de C.V.,PL/19125/EXP/ES/2016,-98.70406,20.87586,20.99,22.49,Hidalgo
11111,21432,"HIDROCARBUROS GAS - OL, SA DE CV",PL/19144/EXP/ES/2016,-98.55053,19.66583,19.53,21.49,Hidalgo
11138,21528,ESTRADA ENTERPRISES  S.A DE C.V,PL/19213/EXP/ES/2016,-99.19738,20.38619,19.99,21.87,Hidalgo
11158,21580,"Servicios Sanrefe, S.A. de C.V.",PL/19258/EXP/ES/2016,-98.94935,19.84858,20.69,22.79,Hidalgo
11207,21662,Gapodhi S.A. de C.V.,PL/19320/EXP/ES/2016,-98.72974,20.10949,19.55,21.15,Hidalgo
11323,22008,"Gertell Combustibles, S.A. de C.V.",PL/19614/EXP/ES/2016,-98.59122,20.89582,21.97,23.68,Hidalgo
11425,22318,EXPRESO GARAGE SA DE CV,PL/19864/EXP/ES/2017,-98.72765,20.04242,19.39,21.49,Hidalgo
11430,22326,ESTACION SANTA MARIA LA MORENA SA DE CV,PL/19881/EXP/ES/2017,-98.37897,20.08901,19.64,21.29,Hidalgo
11599,22875,"SERVICIO TEÑHE, S.A. DE C.V.",PL/20291/EXP/ES/2017,-99.20322,20.22823,19.35,21.59,Hidalgo
11706,23503,ESTACION DE SERVICIO EL CHACON S.A. DE C.V.,PL/20765/EXP/ES/2017,-98.71046,20.07911,19.25,21.24,Hidalgo
11816,24182,PETREOS SOL S.A. DE C.V.,PL/21022/EXP/ES/2018,-98.5915,20.21739,19.89,21.99,Hidalgo
11842,24225,GRUPO HELEN GASOLINERA EXCELENCIA Y CALIDAD S.A. DE C.V.,PL/21067/EXP/ES/2018,-98.46349,19.71835,20.39,21.89,Hidalgo
11849,24232,SERVICIO FELPON SA DE CV,PL/21074/EXP/ES/2018,-99.29724,20.05753,19.89,21.99,Hidalgo
11863,24281,GRUPO GASOLINERO REYNAR SA DE CV,PL/21120/EXP/ES/2018,-99.32085,20.04565,19.83,21.59,Hidalgo
11903,24402,"PARADOR CONDESA DE ZACATECAS, S.A DE C.V.",PL/21225/EXP/ES/2018,-99.46063,19.99059,19.96,22.39,Hidalgo
11924,24530,KUSAGAS  SA DE CV,PL/21335/EXP/ES/2018,-98.81,20.12507,20.21,22.39,Hidalgo
11987,24833,CLEMENTE BERNARDO ORTEGA SOSA,PL/21601/EXP/ES/2018,-98.74191,20.08585,19.82,21.3,Hidalgo
12067,25452,"COMPAÑIA DE SERVICIOS EL RISCO, S.A. DE C.V.",PL/21845/EXP/ES/2018,-98.38564,20.07737,19.59,21.09,Hidalgo
12235,26125,"DIGASOL, S.A. DE C.V.",PL/22366/EXP/ES/2019,-98.82806,20.00277,19.9,21.8,Hidalgo
12322,26421,"TEGO, S.A. DE C.V.",PL/22651/EXP/ES/2019,-98.78138,20.04382,19.54,21.54,Hidalgo
12463,26952,ISIDORO CALVA BALDERRAMA,PL/23241/EXP/ES/2020,-98.82158,20.11264,19.49,21.49,Hidalgo
12559,27426,"ESTACION DE SERVICIOS RN, S.A. DE C.V.",PL/23654/EXP/ES/2020,-98.82327,20.12033,19.19,21.16,Hidalgo
54,2093,"GRUPO OCTANO, S.A. DE C.V.",PL/405/EXP/ES/2015,-100.9704,19.79169,20.98,22.98,Michoacán
79,2118,"GRUPO OCTANO, S.A. DE C.V.",PL/497/EXP/ES/2015,-100.7924,19.90187,21.38,22.98,Michoacán
131,2170,"GRUPO OCTANO, S.A. DE C.V.",PL/414/EXP/ES/2015,-101.0983,19.78714,20.98,22.98,Michoacán
223,2262,"GRUPO OCTANO, S.A. DE C.V.",PL/400/EXP/ES/2015,-101.2223,19.67717,19.98,22.68,Michoacán
249,2288,"GRUPO OCTANO, S.A. DE C.V.",PL/411/EXP/ES/2015,-101.0389,19.82875,20.98,22.98,Michoacán
266,2305,"GRUPO OCTANO, S.A. DE C.V.",PL/616/EXP/ES/2015,-101.1545,19.70107,20.98,22.98,Michoacán
360,2399,"GRUPO OCTANO, S.A. DE C.V.",PL/532/EXP/ES/2015,-100.7929,19.90299,21.38,22.98,Michoacán
406,2445,"GRUPO OCTANO, S.A. DE C.V.",PL/410/EXP/ES/2015,-101.1363,19.96015,20.98,22.98,Michoacán
479,2518,"GRUPO OCTANO, S.A. DE C.V.",PL/498/EXP/ES/2015,-101.1903,19.72294,20.98,22.98,Michoacán
490,2529,"GRUPO OCTANO, S.A. DE C.V.",PL/500/EXP/ES/2015,-101.15,19.69432,20.64,22.98,Michoacán
500,2539,"GRUPO OCTANO, S.A. DE C.V.",PL/415/EXP/ES/2015,-100.8826,19.80758,20.98,22.98,Michoacán
549,2602,"PROMOTORA DE AUTO ESTACIONES, S.A. DE C.V.",PL/1425/EXP/ES/2015,-101.2339,19.67792,19.69,21.79,Michoacán
562,2615,INSIGNIA ALTOZANO SA DE CV,PL/1420/EXP/ES/2015,-101.1623,19.66436,19.79,21.95,Michoacán
567,2620,"COMBUSTIBLES ECOLOGICOS DEL LERMA, S.A. DE C.V.",PL/1441/EXP/ES/2015,-102.0181,20.32315,20.86,22.63,Michoacán
570,2623,"COMBUSTIBLES ECOLOGICOS DEL LERMA, S.A. DE C.V.",PL/1436/EXP/ES/2015,-102.0157,20.35177,19.59,22.11,Michoacán
624,2677,SANTA ANA ESTACION DE SERVICIOS SA DE CV,PL/1330/EXP/ES/2015,-102.0022,20.35871,19.72,21.79,Michoacán
665,2719,"MINI ESTACION DE SERVICIO EL TECNOLOGICO, SA DE CV",PL/1504/EXP/ES/2015,-101.1889,19.71912,18.79,21.0,Michoacán
671,2725,ESTACION DE SERVICIO LA PIEDAD SA DE CV,PL/1395/EXP/ES/2015,-102.0366,20.34883,19.8,22.15,Michoacán
672,2726,SERVICIO BOULEVARD LA PIEDAD SA DE CV,PL/1398/EXP/ES/2015,-102.017,20.32901,20.16,22.22,Michoacán
694,2748,"PROMOTORA DE AUTO ESTACIONES, S.A. DE C.V.",PL/1345/EXP/ES/2015,-101.1666,19.68411,20.19,22.29,Michoacán
742,2796,SERVICIO MORELIA SA DE CV,PL/1157/EXP/ES/2015,-101.6123,19.53955,20.24,22.25,Michoacán
992,3047,SABINO TRINIDAD GARCIA ESCUTIA,PL/969/EXP/ES/2015,-100.9101,19.96308,20.34,21.89,Michoacán
1011,3066,AUTO ESTACION INDUSTRIAL SA DE CV,PL/1227/EXP/ES/2015,-101.1482,19.72068,19.7,21.7,Michoacán
1027,3082,SUPER SERVICIO POZA RICA SA,PL/1312/EXP/ES/2015,-101.1778,19.70521,19.19,21.7,Michoacán
1135,3190,SERVICIO CAVA S.A. DE C.V.,PL/1674/EXP/ES/2015,-101.2601,19.98488,20.49,22.94,Michoacán
1197,3252,Estación de Servicio Famgas SA de CV,PL/1906/EXP/ES/2015,-101.2853,19.68976,19.19,21.19,Michoacán
1200,3255,SERVICIO SOLCER SA DE CV,PL/1908/EXP/ES/2015,-102.0113,19.91399,21.45,22.85,Michoacán
1223,3278,SERVICE EXPRESS VALMONT S.A. DE C.V.,PL/1762/EXP/ES/2015,-102.3794,19.08894,22.86,24.57,Michoacán
1234,3289,"Gasolinera Valle Real, S.A. de C.V.",PL/1542/EXP/ES/2015,-101.2012,19.72452,19.59,21.91,Michoacán
1263,3318,SERVICIO SOLCER SA DE CV,PL/1907/EXP/ES/2015,-102.1083,19.84727,21.45,22.85,Michoacán
1382,3437,SILVIA SALAS TREJO,PL/1975/EXP/ES/2015,-102.7166,20.00267,20.97,22.94,Michoacán
1396,3451,ESTACION DE SERVICIO NOCUPETARO S.A. DE C.V.,PL/1861/EXP/ES/2015,-101.1916,19.70817,19.49,20.92,Michoacán
1399,3454,"SERVICIO SAHUAYO, SA DE CV.",PL/1844/EXP/ES/2015,-102.716,20.06435,20.99,22.98,Michoacán
1403,3458,SERVICIONAHUATZEN S.A. DE C.V.,PL/1656/EXP/ES/2015,-101.9268,19.6557,20.39,22.39,Michoacán
1410,3465,"SUECU, SA DE CV",PL/2009/EXP/ES/2015,-102.0408,19.42607,19.99,21.99,Michoacán
1432,3487,DISTRIBUIDORA DE COMBUSTIBLES MAZATL S.A. DE C.V.,PL/1755/EXP/ES/2015,-103.019,19.91996,21.2,22.9,Michoacán
1491,3546,"SUPERSERVICIO DEL VALLE DEL ORIENTE, S.A. DE C.V.",PL/1822/EXP/ES/2015,-100.6071,19.69823,21.05,23.04,Michoacán
1496,3551,AUTO ESTACION COMBUSTIBLES SA DE CV,PL/1527/EXP/ES/2015,-101.2179,19.69673,19.19,21.7,Michoacán
